trajectory_idx,trajectory_name,model_name,rollout_type,start_coords,goal_coords,gt_length,pred_steps,reached_goal,frechet_km,mean_prob,elapsed_ms,pred_grid_path,gt_grid_path
18,afb63ebc-fa8a-498d-87f9-cf5a7d0e7472,xgb_coarse_full_greedy,greedy,"(17, 18)","(21, 54)",37,37,True,1250.9444405394609,0.9060115930106905,94.62170000188053,"[[17, 18], [17, 17], [17, 16], [18, 16], [18, 15], [18, 14], [19, 14], [19, 13], [19, 12], [20, 12], [20, 11], [21, 11], [21, 10], [21, 9], [22, 9], [22, 8], [22, 7], [22, 6], [23, 6], [23, 5], [23, 4], [23, 3], [23, 2], [23, 1], [23, 0], [23, 63], [23, 62], [23, 61], [23, 60], [23, 59], [23, 58], [23, 57], [23, 56], [22, 56], [22, 55], [22, 54], [21, 54]]","[[17, 18], [17, 17], [17, 16], [17, 15], [18, 15], [18, 14], [18, 13], [19, 13], [19, 12], [20, 12], [20, 11], [20, 10], [21, 10], [21, 9], [21, 8], [22, 8], [22, 7], [22, 6], [22, 5], [22, 4], [23, 4], [23, 3], [23, 2], [22, 2], [22, 1], [22, 0], [22, 63], [22, 62], [22, 61], [22, 60], [22, 59], [21, 59], [21, 58], [21, 57], [21, 56], [21, 55], [21, 54]]"
19,9a37beae-694b-464e-9886-1c8b41cd9f72,xgb_coarse_full_greedy,greedy,"(19, 19)","(16, 50)",49,51,True,625.4167593141468,0.9220948624610901,132.43890018202364,"[[19, 19], [19, 20], [18, 20], [18, 21], [18, 22], [17, 22], [17, 23], [16, 23], [16, 24], [16, 25], [15, 25], [15, 26], [14, 26], [14, 27], [13, 27], [13, 28], [13, 29], [12, 29], [12, 30], [11, 30], [11, 31], [11, 32], [10, 32], [10, 33], [10, 34], [10, 35], [9, 35], [10, 35], [10, 36], [10, 37], [10, 38], [10, 39], [10, 40], [11, 40], [11, 41], [12, 41], [12, 42], [12, 43], [13, 43], [13, 44], [14, 44], [14, 45], [15, 45], [15, 46], [15, 47], [16, 47], [16, 48], [17, 48], [17, 49], [16, 49], [16, 50]]","[[19, 19], [19, 20], [18, 20], [18, 21], [18, 22], [17, 22], [17, 23], [16, 23], [16, 24], [16, 25], [15, 25], [15, 26], [14, 26], [14, 27], [13, 27], [13, 28], [13, 29], [12, 29], [12, 30], [11, 30], [11, 31], [11, 32], [10, 32], [10, 33], [10, 34], [10, 35], [10, 36], [10, 37], [10, 38], [10, 39], [10, 40], [11, 40], [11, 41], [11, 42], [12, 42], [12, 43], [13, 43], [13, 44], [14, 44], [14, 45], [15, 45], [15, 46], [15, 47], [16, 47], [16, 48], [17, 48], [16, 48], [16, 49], [16, 50]]"
20,523ddfad-a718-4792-8691-740932b194ba,xgb_coarse_full_greedy,greedy,"(22, 56)","(21, 53)",7,5,True,810.2589947672493,0.949242040514946,9.9845000077039,"[[22, 56], [21, 56], [21, 55], [21, 54], [21, 53]]","[[22, 56], [23, 56], [23, 55], [22, 55], [22, 54], [21, 54], [21, 53]]"
21,94e65e2c-b53d-4180-9c9d-b03c368f4fc9,xgb_coarse_full_greedy,greedy,"(21, 18)","(19, 44)",49,33,True,6980.145858859239,0.9058277122676373,88.16879987716675,"[[21, 18], [21, 19], [21, 20], [21, 21], [21, 22], [21, 23], [22, 23], [22, 24], [22, 25], [22, 26], [22, 27], [22, 28], [22, 29], [22, 30], [22, 31], [22, 32], [22, 33], [22, 34], [22, 35], [21, 35], [21, 36], [21, 37], [20, 37], [20, 38], [19, 38], [19, 39], [18, 39], [18, 40], [18, 41], [18, 42], [18, 43], [19, 43], [19, 44]]","[[21, 18], [21, 19], [20, 19], [20, 20], [20, 21], [19, 21], [19, 22], [18, 22], [18, 23], [17, 23], [17, 24], [16, 24], [16, 25], [15, 25], [15, 26], [14, 26], [14, 27], [13, 27], [13, 28], [13, 29], [12, 29], [12, 30], [11, 30], [11, 31], [10, 31], [10, 32], [10, 33], [10, 34], [10, 35], [9, 35], [10, 35], [10, 36], [10, 37], [11, 37], [11, 38], [12, 38], [12, 39], [13, 39], [13, 40], [14, 40], [15, 40], [15, 41], [16, 41], [16, 42], [17, 42], [17, 43], [18, 43], [18, 44], [19, 44]]"
22,b0371530-095f-49b8-bb60-ba8fdd1bb7cb,xgb_coarse_full_greedy,greedy,"(22, 56)","(22, 53)",6,6,True,0.0,0.9774842977523803,14.972599921748042,"[[22, 56], [21, 56], [21, 55], [21, 54], [21, 53], [22, 53]]","[[22, 56], [21, 56], [21, 55], [21, 54], [21, 53], [22, 53]]"
23,5cbe924a-c256-4b7d-9db0-3437ee3cc0d0,xgb_coarse_full_greedy,greedy,"(9, 57)","(9, 62)",10,8,True,506.89640029765195,0.9763479573386056,21.648599999025464,"[[9, 57], [9, 58], [9, 59], [9, 60], [9, 61], [10, 61], [10, 62], [9, 62]]","[[9, 57], [9, 58], [9, 59], [9, 60], [9, 61], [10, 61], [10, 62], [9, 62], [9, 63], [9, 62]]"
24,72ea440c-22fe-4853-bc29-ad4176eb62d6,xgb_coarse_full_greedy,greedy,"(20, 18)","(20, 18)",5,5,True,0.0,0.8610351830720901,14.584900112822652,"[[20, 18], [20, 19], [19, 19], [20, 19], [20, 18]]","[[20, 18], [20, 19], [19, 19], [20, 19], [20, 18]]"
25,ac7cbf1c-381a-4617-8b1e-de9f30e7bdcf,xgb_coarse_full_greedy,greedy,"(20, 18)","(20, 18)",5,5,True,849.2570759475345,0.8015845268964767,12.926500057801604,"[[20, 18], [20, 17], [19, 17], [20, 17], [20, 18]]","[[20, 18], [20, 19], [19, 19], [20, 19], [20, 18]]"
26,3419271f-fefd-4710-b5fe-759bc947c1cd,xgb_coarse_full_greedy,greedy,"(19, 20)","(21, 15)",8,8,True,625.4165472263625,0.9651456986154828,19.574199803173542,"[[19, 20], [19, 19], [19, 18], [19, 17], [19, 16], [20, 16], [20, 15], [21, 15]]","[[19, 20], [19, 19], [19, 18], [20, 18], [20, 17], [20, 16], [20, 15], [21, 15]]"
27,d3942eed-1a0e-43ba-8cd4-a5f69194015b,xgb_coarse_full_greedy,greedy,"(21, 17)","(16, 50)",57,41,True,6932.2793006641095,0.9548723697662354,147.9693001601845,"[[21, 17], [21, 18], [21, 19], [21, 20], [22, 20], [22, 21], [22, 22], [22, 23], [22, 24], [22, 25], [22, 26], [22, 27], [22, 28], [22, 29], [22, 30], [22, 31], [22, 32], [22, 33], [22, 34], [22, 35], [21, 35], [21, 36], [21, 37], [20, 37], [20, 38], [19, 38], [19, 39], [18, 39], [18, 40], [18, 41], [18, 42], [17, 42], [17, 43], [17, 44], [17, 45], [17, 46], [17, 47], [17, 48], [17, 49], [16, 49], [16, 50]]","[[21, 17], [21, 18], [21, 19], [20, 19], [20, 20], [20, 21], [19, 21], [19, 22], [18, 22], [18, 23], [17, 23], [17, 24], [16, 24], [16, 25], [15, 25], [15, 26], [15, 27], [14, 27], [14, 28], [13, 28], [13, 29], [12, 29], [12, 30], [11, 30], [11, 31], [11, 32], [10, 32], [10, 33], [10, 34], [10, 35], [9, 35], [10, 35], [10, 36], [10, 37], [10, 38], [10, 39], [11, 39], [11, 40], [11, 41], [12, 41], [12, 42], [12, 43], [13, 43], [13, 44], [14, 44], [14, 45], [15, 45], [15, 46], [15, 47], [16, 47], [16, 48], [17, 48], [17, 49], [16, 49], [17, 49], [16, 49], [16, 50]]"
28,7c57190d-73b7-42a8-8663-13e8841a6b43,xgb_coarse_full_greedy,greedy,"(21, 53)","(14, 50)",11,11,True,604.7482615119684,0.8931022763252259,34.32450001128018,"[[21, 53], [20, 53], [20, 52], [19, 52], [18, 52], [18, 51], [17, 51], [16, 51], [16, 50], [15, 50], [14, 50]]","[[21, 53], [20, 53], [20, 52], [19, 52], [19, 51], [18, 51], [17, 51], [16, 51], [16, 50], [15, 50], [14, 50]]"
29,5549eda9-092b-43ab-b238-cb51877264fb,xgb_coarse_full_greedy,greedy,"(19, 52)","(18, 54)",4,4,True,604.8548968416904,0.786980003118515,10.222699958831072,"[[19, 52], [18, 52], [18, 53], [18, 54]]","[[19, 52], [19, 53], [18, 53], [18, 54]]"
30,a420cd15-21e4-4943-873f-1c9cd31fecd0,xgb_coarse_full_greedy,greedy,"(19, 51)","(17, 50)",6,6,True,0.0,0.9814720153808594,17.173599917441607,"[[19, 51], [19, 52], [19, 51], [18, 51], [17, 51], [17, 50]]","[[19, 51], [19, 52], [19, 51], [18, 51], [17, 51], [17, 50]]"
31,127b9696-4005-40e5-9f71-ec484d09893c,xgb_coarse_full_greedy,greedy,"(22, 56)","(20, 53)",6,6,True,0.0,0.978794252872467,17.91559997946024,"[[22, 56], [21, 56], [21, 55], [21, 54], [20, 54], [20, 53]]","[[22, 56], [21, 56], [21, 55], [21, 54], [20, 54], [20, 53]]"
32,dc9c908b-7eec-40aa-beb0-7e6f2d2a7076,xgb_coarse_full_greedy,greedy,"(19, 48)","(16, 50)",6,6,True,0.0,0.9766721844673156,18.750900169834495,"[[19, 48], [18, 48], [17, 48], [17, 49], [16, 49], [16, 50]]","[[19, 48], [18, 48], [17, 48], [17, 49], [16, 49], [16, 50]]"
33,9db2988a-18db-42ba-bb59-bdfc5fc13167,xgb_coarse_full_greedy,greedy,"(17, 18)","(22, 53)",41,39,True,625.4167593141468,0.9131944289332942,119.53310016542673,"[[17, 18], [17, 17], [17, 16], [18, 16], [18, 15], [18, 14], [19, 14], [19, 13], [19, 12], [20, 12], [20, 11], [21, 11], [21, 10], [21, 9], [21, 8], [22, 8], [22, 7], [22, 6], [22, 5], [23, 5], [23, 4], [23, 3], [23, 2], [23, 1], [23, 0], [23, 63], [23, 62], [23, 61], [23, 60], [23, 59], [23, 58], [23, 57], [23, 56], [22, 56], [22, 55], [22, 54], [21, 54], [21, 53], [22, 53]]","[[17, 18], [17, 17], [17, 16], [18, 16], [18, 15], [18, 14], [19, 14], [19, 13], [19, 12], [20, 12], [20, 11], [21, 11], [21, 10], [21, 9], [22, 9], [22, 8], [22, 7], [22, 6], [23, 6], [23, 5], [23, 4], [23, 3], [24, 3], [24, 2], [24, 1], [24, 0], [24, 63], [24, 62], [24, 61], [24, 60], [23, 60], [23, 59], [23, 58], [23, 57], [23, 56], [22, 56], [22, 55], [22, 54], [21, 54], [21, 53], [22, 53]]"
34,8244bb5e-d604-424e-9446-7af4dc599cbf,xgb_coarse_full_greedy,greedy,"(16, 49)","(19, 44)",9,9,True,0.0,0.9623533934354782,23.57410010881722,"[[16, 49], [17, 49], [17, 48], [17, 47], [17, 46], [17, 45], [18, 45], [18, 44], [19, 44]]","[[16, 49], [17, 49], [17, 48], [17, 47], [17, 46], [17, 45], [18, 45], [18, 44], [19, 44]]"
35,217c8d6f-b189-4161-a72d-3debd9644164,xgb_coarse_full_greedy,greedy,"(16, 50)","(18, 53)",6,6,True,624.3494368675101,0.911729896068573,14.727000147104263,"[[16, 50], [16, 51], [17, 51], [17, 52], [18, 52], [18, 53]]","[[16, 50], [17, 50], [17, 51], [18, 51], [18, 52], [18, 53]]"
36,09b8c629-f1af-4ecf-92cd-4efba9cb3c82,xgb_coarse_full_greedy,greedy,"(18, 53)","(21, 54)",5,5,True,0.0,0.8298797160387039,12.66149990260601,"[[18, 53], [19, 53], [20, 53], [21, 53], [21, 54]]","[[18, 53], [19, 53], [20, 53], [21, 53], [21, 54]]"
37,a96359c5-0e52-4e40-9550-2e97f8e6bc05,xgb_coarse_full_greedy,greedy,"(25, 2)","(22, 56)",16,14,True,625.4165472263625,0.8829779166441697,37.49260003678501,"[[25, 2], [25, 1], [25, 0], [25, 63], [25, 62], [25, 61], [25, 60], [24, 60], [24, 59], [24, 58], [23, 58], [23, 57], [22, 57], [22, 56]]","[[25, 2], [25, 1], [25, 0], [25, 63], [25, 62], [25, 61], [25, 60], [24, 60], [24, 59], [24, 58], [23, 58], [23, 57], [22, 57], [22, 56], [21, 56], [22, 56]]"
38,89e600c7-4a28-42ec-896b-c7bd2069e50c,xgb_coarse_full_greedy,greedy,"(21, 54)","(24, 10)",26,24,True,625.5278933130984,0.957830768564473,72.7132000029087,"[[21, 54], [22, 54], [22, 55], [22, 56], [23, 56], [23, 57], [23, 58], [23, 59], [24, 59], [24, 60], [24, 61], [24, 62], [24, 63], [24, 0], [24, 1], [24, 2], [24, 3], [24, 4], [24, 5], [24, 6], [24, 7], [24, 8], [24, 9], [24, 10]]","[[21, 54], [22, 54], [22, 55], [22, 56], [23, 56], [23, 57], [23, 58], [23, 59], [23, 60], [23, 61], [24, 61], [24, 62], [24, 63], [24, 0], [24, 1], [24, 2], [25, 2], [25, 3], [25, 4], [25, 5], [25, 6], [24, 6], [24, 7], [24, 8], [24, 9], [24, 10]]"
39,4510be2c-8542-4e85-9cfe-9b61e580f7e0,xgb_coarse_full_greedy,greedy,"(22, 56)","(22, 53)",6,6,True,0.0,0.9668103098869324,15.375799965113401,"[[22, 56], [21, 56], [21, 55], [21, 54], [21, 53], [22, 53]]","[[22, 56], [21, 56], [21, 55], [21, 54], [21, 53], [22, 53]]"
40,6e485f32-54a0-4fc4-9823-8ffef1420bde,xgb_coarse_full_greedy,greedy,"(17, 45)","(23, 20)",46,32,True,6172.073912899844,0.9314236910112442,90.76030016876757,"[[17, 45], [17, 44], [17, 43], [18, 43], [18, 42], [18, 41], [18, 40], [18, 39], [19, 39], [19, 38], [20, 38], [20, 37], [21, 37], [21, 36], [21, 35], [22, 35], [22, 34], [22, 33], [22, 32], [22, 31], [22, 30], [22, 29], [22, 28], [22, 27], [22, 26], [22, 25], [22, 24], [22, 23], [22, 22], [22, 21], [23, 21], [23, 20]]","[[17, 45], [16, 45], [16, 44], [15, 44], [15, 43], [15, 42], [14, 42], [14, 41], [14, 40], [13, 40], [13, 39], [12, 39], [12, 38], [11, 38], [11, 37], [10, 37], [10, 36], [10, 35], [10, 34], [10, 33], [11, 33], [11, 32], [12, 32], [12, 31], [13, 31], [13, 30], [14, 30], [14, 29], [15, 29], [15, 28], [16, 28], [17, 28], [17, 27], [18, 27], [18, 26], [19, 26], [19, 25], [20, 25], [20, 24], [21, 24], [21, 23], [21, 22], [22, 22], [22, 21], [23, 21], [23, 20]]"
41,9c88dee7-3358-4fd0-a9eb-f518ae1f2a05,xgb_coarse_full_greedy,greedy,"(20, 18)","(17, 18)",6,6,True,0.0,0.9483193159103394,12.946599861606956,"[[20, 18], [19, 18], [19, 19], [19, 18], [18, 18], [17, 18]]","[[20, 18], [19, 18], [19, 19], [19, 18], [18, 18], [17, 18]]"
42,6ee0be85-aa3b-4485-9b33-cc519271dd81,xgb_coarse_full_greedy,greedy,"(24, 32)","(23, 20)",16,14,True,458.2075951359075,0.9526924811876737,39.48209993541241,"[[24, 32], [24, 31], [24, 30], [24, 29], [24, 28], [24, 27], [24, 26], [24, 25], [24, 24], [24, 23], [23, 23], [23, 22], [23, 21], [23, 20]]","[[24, 32], [24, 31], [24, 30], [24, 29], [24, 28], [24, 29], [24, 28], [24, 27], [24, 26], [24, 25], [24, 24], [24, 23], [24, 22], [23, 22], [23, 21], [23, 20]]"
43,cba5b126-e90d-41d9-bc1e-cde0683d8372,xgb_coarse_full_greedy,greedy,"(23, 20)","(20, 18)",6,6,True,0.0,0.973694670200348,17.46509992517531,"[[23, 20], [22, 20], [22, 19], [21, 19], [21, 18], [20, 18]]","[[23, 20], [22, 20], [22, 19], [21, 19], [21, 18], [20, 18]]"
44,bbbf8797-0df4-41f9-ac7b-5113dde289e1,xgb_coarse_full_greedy,greedy,"(19, 46)","(16, 49)",7,7,True,617.4683591415277,0.9370105266571045,22.617300041019917,"[[19, 46], [18, 46], [18, 47], [17, 47], [17, 48], [17, 49], [16, 49]]","[[19, 46], [18, 46], [18, 47], [18, 48], [17, 48], [17, 49], [16, 49]]"
45,e185c320-348e-484a-a896-f162b1769d35,xgb_coarse_full_greedy,greedy,"(17, 50)","(20, 52)",6,6,True,604.7482615119684,0.9177071332931519,14.748099958524108,"[[17, 50], [17, 51], [18, 51], [18, 52], [19, 52], [20, 52]]","[[17, 50], [17, 51], [18, 51], [19, 51], [19, 52], [20, 52]]"
46,d84d6843-1b26-4b60-b783-d200e2e64181,xgb_coarse_full_greedy,greedy,"(16, 50)","(19, 52)",6,6,True,0.0,0.9470672130584716,14.311200007796288,"[[16, 50], [17, 50], [17, 51], [18, 51], [19, 51], [19, 52]]","[[16, 50], [17, 50], [17, 51], [18, 51], [19, 51], [19, 52]]"
47,2b276873-c6d0-4159-be58-186e1e42ae65,xgb_coarse_full_greedy,greedy,"(16, 49)","(21, 52)",11,11,True,0.0,0.9499544858932495,30.93730006366968,"[[16, 49], [16, 50], [17, 50], [17, 51], [18, 51], [19, 51], [19, 52], [20, 52], [20, 53], [21, 53], [21, 52]]","[[16, 49], [16, 50], [17, 50], [17, 51], [18, 51], [19, 51], [19, 52], [20, 52], [20, 53], [21, 53], [21, 52]]"
48,b54a1ffd-7038-481c-b504-2be014853217,xgb_coarse_full_greedy,greedy,"(20, 52)","(17, 50)",6,6,True,0.0,0.9686136841773987,13.827899936586618,"[[20, 52], [19, 52], [19, 51], [18, 51], [17, 51], [17, 50]]","[[20, 52], [19, 52], [19, 51], [18, 51], [17, 51], [17, 50]]"
49,4dd00d7f-729d-489b-9498-0891351a99f7,xgb_coarse_full_greedy,greedy,"(18, 49)","(19, 51)",8,6,True,586.1978963401234,0.9898241996765137,16.406900016590953,"[[18, 49], [17, 49], [17, 50], [17, 51], [18, 51], [19, 51]]","[[18, 49], [17, 49], [17, 50], [17, 51], [18, 51], [19, 51], [19, 52], [19, 51]]"
